date,size,billet_size,cobble,hot_out,delay_from,delay_to,delay_minutes,total_delay_hm,area,device,agency,reason,description,delay_event_date,delay_start_time,delay_end_time
2024-01-05 00:00:00,25 mm,150X150,1,1.0,2024-05-01 11:26:17,2024-05-01 11:30:18,4.016666666666667,00:04,APRON LINE,ART,MECHANICAL,UNDERSHOOT,BAR CAME OUT FROM ART AT COOLING BED,2024-01-05,2024-01-05 11:26:17,2024-01-05 11:30:18
2024-01-05 00:00:00,8 mm,150X150,1,1.0,2024-05-01 22:46:33,2024-05-01 23:07:26,20.883333333333333,00:21,BGV,BGV 1,OPERATION,MATERIAL BROKEN,MATERIAL BROKEN IN LIN 1 AT 94% SPPED.(1C+1H) DURIN THIS DELAY STAND 14 RE GUIDE CHANGED AND PINCH ROLL 5 LINE 1 CYLINDER CHANGED.,2024-01-05,2024-01-05 22:46:33,2024-01-05 23:07:26
2024-01-06 00:00:00,8 mm,150X150,1,1.0,2024-06-01 02:38:13,2024-06-01 02:53:13,15.0,00:15,BGV,BGV 2,EXTERNAL BILLET,EXTERNAL BILLET,"HEAD COBBLE IN LINE 2 BGV DUE TO CHIPS IN STAND 22 E GUIDE, HEAT NO 3189842 EXTERNAL BILLETS OF 150.",2024-01-06,2024-01-06 02:38:13,2024-01-06 02:53:13
2024-01-06 00:00:00,8 mm,150X150,1,1.0,2024-06-01 03:10:38,2024-06-01 03:24:56,14.3,00:14,BGV,BGV 1,EXTERNAL BILLET,EXTERNAL BILLET,"HEAD COBBLE IN LINE 1  BGV DUE TO CHIPS IN RE GUIDE OS STAND 20 .( 1C+1H), HEAT NO 3189842 EXTERNAL 150 BILLETS.",2024-01-06,2024-01-06 03:10:38,2024-01-06 03:24:56
2024-01-06 00:00:00,8 mm,150X150,1,1.0,2024-06-01 03:35:55,2024-06-01 03:51:45,15.833333333333334,00:16,BGV,BGV 1,EXTERNAL BILLET,EXTERNAL BILLET,HEAD COBBLE IN LINE 1 BGV DUE TO CHIPS IN DELIVERY OF STAND 18. EXTERNAL BILLET OF 150 HEAT NO 3189843 ( 1C+1H),2024-01-06,2024-01-06 03:35:55,2024-01-06 03:51:45
2024-01-06 00:00:00,8 mm,150X150,1,1.0,2024-06-01 05:16:37,2024-06-01 05:30:19,13.7,00:14,BGV,BGV 1,OPERATION,MATERIAL BROKEN,COBBLE IN LINE 1 DUE TO  MATERIAL BROKEN IN BGV 1 AT 95 % SPEED .(1C+1H),2024-01-06,2024-01-06 05:16:37,2024-01-06 05:30:19
2024-01-06 00:00:00,12 mm,150X150,1,2.0,2024-06-01 22:45:22,2024-06-01 23:02:26,17.066666666666666,00:17,BGV,CVR,MECHANICAL,CARRY FORWARD,COBBLE DUE TO CARRY FORWARDED FROM CVR_1,2024-01-06,2024-01-06 22:45:22,2024-01-06 23:02:26
2024-01-07 00:00:00,12 mm,150X150,1,2.0,2024-07-01 13:21:32,2024-07-01 13:36:53,15.35,00:15,BGV,BGV 2,EXTERNAL BILLET,EXTERNAL BILLET,COBBLE IN BGV 2 STAND 20 DEL GUIDE DUE TO CHIPS JAMMED (BAD MATERIAL).HEAT NO - B 189869 (1C+2H),2024-01-07,2024-01-07 13:21:32,2024-01-07 13:36:53
2024-01-10 00:00:00,16 mm,165X165,1,1.0,2024-10-01 10:13:44,2024-10-01 10:42:00,28.266666666666666,00:28,MILL AREA,PINCH ROLL 1_2,ELECTRICAL,Drive Tripped,COBBLE IN LINE.2 DUE TO CONTROL  MCB TRIP. (1H).,2024-01-10,2024-01-10 10:13:44,2024-01-10 10:42:00
2024-01-10 00:00:00,16 mm,140X140,1,1.0,2024-10-01 15:18:00,2024-10-01 15:30:48,12.8,00:13,SMS,BGV 1,SMS SOHAR STEEL,BILLET QUALITY NOT OK,COBBLE IN BGV.1 DUE TO CHIPS.(1C+1H),2024-01-10,2024-01-10 15:18:00,2024-01-10 15:30:48
2024-01-10 00:00:00,16 mm,140X140,1,1.0,2024-10-01 15:30:48,2024-10-01 15:50:48,20.0,00:20,MILL AREA,STAND 1,OPERATION,HEAD TWISTED,NEXT BILLET BITE IN STD.1 DUE TO MANUAL ERROR. WHENEVER COBBLE IN BGV.1.,2024-01-10,2024-01-10 15:30:48,2024-01-10 15:50:48
2024-01-14 00:00:00,18 mm,150X150,1,1.0,,,5.55,00:06,BGV,CVR,MECHANICAL,COBBLE DETECTION SUPPORT WELDING BROKEN,COBBLE DETECTION CAME FROM LINE.1 CVR. PROXY SUPPORT WELDING BROKEN. (1C+1H)*Not Accepted By Mechanical,2024-01-14,2024-01-14 00:00:00,2024-01-14 00:00:00
2024-01-14 00:00:00,10 mm,150X150,1,1.0,,,51.03333333333333,00:51,FINISHING AREA,TWIN CHANNEL 2 B,MECHANICAL,MATERIAL HIT,UNDERSHOOT IN LINE.2B DUE TO TWC FLAPPER GUIDE BROKEN.(1C+1H).,2024-01-14,2024-01-14 00:00:00,2024-01-14 00:00:00
2024-01-15 00:00:00,10 mm,150X150,1,1.0,,,37.91666666666666,00:38,EXTERNAL BILLET,EXTERNAL BILLET,EXTERNAL BILLET,EXTERNAL BILLET,MATERIAL BROKEN AND CAME OUT AFTER STAND 14 (HEAT NO B189926 EXTERNAL BILLET 150SQ MM).DURING THIS DELAY STAND 10 PASS CHNAGED,2024-01-15,2024-01-15 00:00:00,2024-01-15 00:00:00
2024-01-15 00:00:00,10 mm,150X150,1,1.0,,,18.8,00:19,FINISHING AREA,TWIN CHANNEL 2 B,MECHANICAL,MATERIAL HIT,COBBLE IN TWIN CHANNEL 2B DUE TO MATERIAL HIT. (1C+1H),2024-01-15,2024-01-15 00:00:00,2024-01-15 00:00:00
2024-01-15 00:00:00,16 mm,150X150,1,1.0,,,15.766666666666667,00:16,EXTERNAL BILLET,EXTERNAL BILLET,EXTERNAL BILLET,EXTERNAL BILLET,COBBLE IN BGV 1 STAND 19 DEL GUIDE DUE TO CHIPS JAMMED. ( EXTERNAL BILLET -HEAT NO -B189933)(1C+1H),2024-01-15,2024-01-15 00:00:00,2024-01-15 00:00:00
2024-01-15 00:00:00,16 mm,150X150,1,2.0,,,12.833333333333334,00:13,MILL AREA,CONVEYING TROUGH,OPERATION,METAL HIT IN TROUGH,COBBLE DUE TO MATERIAL CAME OUT AFTER STD.14 TROUGH.(1C+2H),2024-01-15,2024-01-15 00:00:00,2024-01-15 00:00:00
2024-01-16 00:00:00,16 mm,150X150,1,1.0,,,145.93333333333334,02:26,MILL AREA,STAND 5,ROLL SHOP,STANDS ROLL JUMP 0/S,STD.5 TOP ROLL JAMMED. DURING THIS- STD.3 PASS CHNAGED & ALSO STD.5 CHANGED.,2024-01-16,2024-01-16 00:00:00,2024-01-16 00:00:00
2024-01-17 00:00:00,16 mm,150X150,1,2.0,,,26.41666666666667,00:26,BGV,CVR,MECHANICAL,CARRY FORWARD,COBBLE DETECTION FROM CVR_1. CVR_1 DIVERTER CHANGED. 1C+2HO...NOT ACCEPTED. NEED FURTHER ANALYSIS. SINCE BAD MATERIAL CUT PIECE FOUND IN LINE.,2024-01-17,2024-01-17 00:00:00,2024-01-17 00:00:00
2024-01-17 00:00:00,8 mm,150X150,1,1.0,,,20.866666666666667,00:21,EXTERNAL BILLET,EXTERNAL BILLET,EXTERNAL BILLET,EXTERNAL BILLET,MATERIAL BROKEN AT LINE 1 AFTR WATER BOX DUE TO BAD MATERIAL,2024-01-17,2024-01-17 00:00:00,2024-01-17 00:00:00
2024-01-17 00:00:00,8 mm,165X165,1,1.0,,,20.7,00:21,COOLING BED,TWIN CHANNEL 1 A,MECHANICAL,MATERIAL HIT,"COBBLE IN LINE 1A DUE TO MATERIAL HEAD HIT IN TWIN CHANNEL 1A,  (1C+1H)",2024-01-17,2024-01-17 00:00:00,2024-01-17 00:00:00
2024-01-18 00:00:00,8 mm,165X165,1,1.0,,,7.85,00:08,COOLING BED,TWIN CHANNEL 1 A,MECHANICAL,MATERIAL HIT,UNDERSHOOT IN LINE 1A DUE TO MATERIAL HIT AT TWIN CHANNAL.,2024-01-18,2024-01-18 00:00:00,2024-01-18 00:00:00
2024-01-18 00:00:00,8 mm,150X150,1,,,,23.73333333333333,00:24,COOLING BED,TWIN CHANNEL 1 A,MECHANICAL,MATERIAL HIT,UNDERSHOOT IN LINE 1A DUE TO MATERIAL HIT AT TWIN CHANNAL.,2024-01-18,2024-01-18 00:00:00,2024-01-18 00:00:00
2024-01-18 00:00:00,8 mm,150X150,1,1.0,,,15.433333333333334,00:15,EXTERNAL BILLET,EXTERNAL BILLET,EXTERNAL BILLET,EXTERNAL BILLET,COBBLE IN LINE 1 BGV DUE TO MATERIAL BREAK (BAD MATERIAL)(H.NO- B190369)(1C + 1 H),2024-01-18,2024-01-18 00:00:00,2024-01-18 00:00:00
2024-01-18 00:00:00,8 mm,165X165,1,1.0,,,24.55,00:25,COOLING BED,TWIN CHANNEL 1 A,MECHANICAL,MATERIAL HIT,BAR HIT AT TWC 1A AT 93 M AFTER ROLLING 60% SO HALF COBBLE AND 1 CHOPPED,2024-01-18,2024-01-18 00:00:00,2024-01-18 00:00:00
2024-01-18 00:00:00,8 mm,165X165,1,,,,25.916666666666668,00:26,MILL AREA,STAND 13,UTILITY,VALVE NOT ACTUATED,"STAND 13 BOTTOM ROLL BROKEN DUE TO WATER HEADER NOZZLE JAMMED.DURING THIS DELAY STAND 8,11,12,13,14 PASS CHANGED AND ENTRY GUIDE CHANGED OF STAND 8,11,12,14 AND BGV",2024-01-18,2024-01-18 00:00:00,2024-01-18 00:00:00
2024-01-19 00:00:00,8 mm,165X165,1,,,,22.866666666666667,00:23,COOLING BED,TWIN CHANNEL 1 A,MECHANICAL,MATERIAL HIT,BAR HIT AT TWC1A,2024-01-19,2024-01-19 00:00:00,2024-01-19 00:00:00
2024-01-19 00:00:00,8 mm,150X150,1,,,,20.65,00:21,COOLING BED,TWIN CHANNEL 1 A,MECHANICAL,MATERIAL HIT,BAR HIT AT TWC1A,2024-01-19,2024-01-19 00:00:00,2024-01-19 00:00:00
2024-01-19 00:00:00,8 mm,150X150,1,1.0,,,8.066666666666666,00:08,BGV,BGV 2 (STAND-01),UTILITY,WATER HEADER CLOGGED,"LINE 2 BGV STAND 15 BOTTOM RING BROKEN SO COBBLE HAPPENED. WATER HEADER FOUND CLOGGED, BGV1 FINISHING RING AND BGV 2 ALL RING CHANGED, ALL WATER HEADER AND WATER LINE CHECKED AND CLEANING DONE. (1C+1H)",2024-01-19,2024-01-19 00:00:00,2024-01-19 00:00:00
2024-01-19 00:00:00,8 mm,150X150,1,1.0,,,13.816666666666668,00:14,EXTERNAL BILLET,EXTERNAL BILLET,EXTERNAL BILLET,EXTERNAL BILLET,COBBLE IN LINE 2 DUE TO BAD METAL. ( HEAT NO -B190421) EXTERNAL BILLET. (1C+1H),2024-01-19,2024-01-19 00:00:00,2024-01-19 00:00:00
2024-01-19 00:00:00,8 mm,150X150,1,1.0,,,11.233333333333333,00:11,EXTERNAL BILLET,EXTERNAL BILLET,EXTERNAL BILLET,EXTERNAL BILLET,COBBLE IN BGV 2 STAND 20 RE GUIDE DUE TO BAD METAL. ( HEAT NO -B190421) EXTERNAL BILLET. (1C+1H),2024-01-19,2024-01-19 00:00:00,2024-01-19 00:00:00
2024-01-19 00:00:00,8 mm,150X150,1,1.0,,,13.066666666666665,00:13,EXTERNAL BILLET,EXTERNAL BILLET,EXTERNAL BILLET,EXTERNAL BILLET,"COBBLE IN LINE 1 DUE TO BAD METAL. EXTERNAL BILLET, HEAT NO-3190377.(1C+1H)",2024-01-19,2024-01-19 00:00:00,2024-01-19 00:00:00
2024-01-20 00:00:00,10 mm,150X150,1,1.0,,,25.566666666666663,00:26,EXTERNAL BILLET,EXTERNAL BILLET,EXTERNAL BILLET,EXTERNAL BILLET,FRONT HEAD COBBLE IN STAND 13 ENTRY DUE TO CHIPS. (1C+1H) STAND 09 PASS CHANGED. EXTERNAL BILLET OF 150 HAVING HNO- B190056,2024-01-20,2024-01-20 00:00:00,2024-01-20 00:00:00
2024-01-21 00:00:00,10 mm,165X165,1,,,,13.266666666666666,00:13,MILL AREA,PINCH ROLL 2_1,OPERATION,WRONG PARTING,METAL BROKEN AT LINE 1 DUE TO PINCH ROLL 2 PARTING FOUND OK,2024-01-21,2024-01-21 00:00:00,2024-01-21 00:00:00
2024-01-23 00:00:00,12 mm,165X165,1,1.0,,,12.966666666666669,00:13,SMS,SMS,SMS,BILLET QUALITY NOT OK,"COBBLE DUE TO CHIPS JAMMED IN SLITTER DEL GUIDE, METAL CAME OUT FROM LOOPER AFTER STAND 12. SLITTER DEL GUIDE CHANGED. (1C+1H). HEAT NO - 2400654, HOT CHARGE",2024-01-23,2024-01-23 00:00:00,2024-01-23 00:00:00
2024-01-23 00:00:00,12 mm,165X165,1,1.0,,,1.5333333333333332,00:02,BGV,CVR,MECHANICAL,CARRY FORWARD,CARRY FORWARD IN CVR_1 SO COBBLE DETECTION IN TAIL. (1C+1H). DIVERTER CHANGED.,2024-01-23,2024-01-23 00:00:00,2024-01-23 00:00:00
2024-01-24 00:00:00,12 mm,165X165,1,1.0,,,11.566666666666665,00:12,BGV,BOOSTER PUMP,WTP+ELEC,INLET PRESSURE SWITCH FLICKER,ONE BILLET AUTOCHOPPED DUE TO BGV BOOSTER PUMP STOPPED.,2024-01-24,2024-01-24 00:00:00,2024-01-24 00:00:00
2024-01-24 00:00:00,12 mm,165X165,1,1.0,,,33.95,00:34,BGV,CVR,MECHANICAL,CARRY FORWARD,CARRY FORWORD IN LINE 1 CVR SO DIVERTER CHANGED.,2024-01-24,2024-01-24 00:00:00,2024-01-24 00:00:00
2024-01-24 00:00:00,12 mm,150X150,1,1.0,,,20.1,00:20,GROUP SHEAR,DIVIDE SHEAR L1,OPERATION,DIVERTER ALIGNMENT NOT OK,"COBBLE IN LINE 1 DIVIDE SHEAR DUE TO CUT IS NOT PROPER. (1C+1H) *Mech not accepted as in 12mm section rebar cut will be like that only, its from begining* even after blade change there is no change in cut condition* diverter height found disturbed*",2024-01-24,2024-01-24 00:00:00,2024-01-24 00:00:00
2024-01-24 00:00:00,12 mm,150X150,1,2.0,,,25.55,00:26,BGV,CVR,MECHANICAL,CARRY FORWARD,"CARRY FORWARD IN LINE 1 CVR. (1C+2H) DIVERTER CHANGED. (550 MT ), After that one tail piece also stuck found Exit Cover Plate  Pin  & Bush Play in higher side, Video update in groups, Team Opr was Welded a plate to resist cover play,Mech Not Accepted",2024-01-24,2024-01-24 00:00:00,2024-01-24 00:00:00
2024-01-25 00:00:00,14 mm,150X150,1,2.0,,,24.866666666666667,00:25,EXTERNAL BILLET,EXTERNAL BILLET,EXTERNAL BILLET,EXTERNAL BILLET,COBBLE AT STAND 13 ENTRY DUE TO CHIPS AT 13 ENTRY GUIDE AND SLITTER GUDIE (HEAT NO 3190445 EXTERNAL BILLET 150 SQMM),2024-01-25,2024-01-25 00:00:00,2024-01-25 00:00:00
2024-01-26 00:00:00,14 mm,150X150,1,1.0,,,20.15,00:20,BGV,CVR,MECHANICAL,CARRY FORWARD,COBBLE DUE TO CARRY FORWORD IN LINE 1 CVR.,2024-01-26,2024-01-26 00:00:00,2024-01-26 00:00:00
2024-01-26 00:00:00,14 mm,165X165,1,1.0,,,4.383333333333335,00:04,COOLING BED,EXTRACTION TROLLEY,OPERATION,WRONG OPERATION IN MANUAL MODE,MANUALLY CHOPPED AND HO DUE TO CP2 OPERATOR ASSUMES THAT EXTRA BARS CAME ON EXTRACTION TROLLEY.,2024-01-26,2024-01-26 00:00:00,2024-01-26 00:00:00
2024-01-27 00:00:00,16 mm,165X165,1,1.0,,,21.15,00:21,MILL AREA,LOOPER-01,MECHANICAL,Cylinder not operating,ONE BILLET CHOPPED DUE TO STAND 09 LOOPER GOES DOWN DUE TO PROBLEM IN VALVE.,2024-01-27,2024-01-27 00:00:00,2024-01-27 00:00:00
2024-01-27 00:00:00,16 mm,150X150,1,1.0,,,27.166666666666668,00:27,BGV,CVR,MECHANICAL,CARRY FORWARD,CARRY FORWORD IN LINE 1 CVR SO DIVERTER PIPE CHANGED.,2024-01-27,2024-01-27 00:00:00,2024-01-27 00:00:00
2024-01-29 00:00:00,12 mm,150X150,1,1.0,,,25.53333333333333,00:26,BGV,BGV 1,OPERATION,MATERIAL BROKEN,COBBLE IN LINE 1 BGV DUE TO MATERIAL BROKEN AT 97% SPEED.  (1C+1H).,2024-01-29,2024-01-29 00:00:00,2024-01-29 00:00:00
2024-01-30 00:00:00,12 mm,165X165,1,1.0,,,10.333333333333334,00:10,SMS,SMS,SMS,BILLET QUALITY NOT OK,COBBLE AT MULTI LOOPER  DUE TO CHIPS.,2024-01-30,2024-01-30 00:00:00,2024-01-30 00:00:00
2024-01-30 00:00:00,12 mm,165X165,1,1.0,,,13.933333333333334,00:14,COOLING BED,TAIL BREAKER 2_2B,OPERATION,Roll Open/Close Valve Malfunction,OVERSHOOT IN TB.2B. DUE TO CALLIBRATED SPEED DROP IN LINE.2. (1C),2024-01-30,2024-01-30 00:00:00,2024-01-30 00:00:00
2024-02-03 00:00:00,14 mm,150X150,1,1.0,2024-03-02 07:01:53,2024-03-02 07:30:18,28.416666666666668,00:28,COOLING BED,TAIL BREAKER 2_2A,MECHANICAL,High pressure Valve Malfunctioning,OVERHOOT AT LINE 2A DUE TAIL BRAKER PRESSURE NOT OK,2024-02-03,2024-02-03 07:01:53,2024-02-03 07:30:18
2024-02-04 00:00:00,10 mm,150X150,1,1.0,2024-04-02 14:16:48,2024-04-02 14:58:27,41.65,00:42,MILL AREA,CONVEYOR TROUGH AFTER STAND-14,OPERATION,CHIPS INSIDE TROUGH,COBBLE DUE TO CHIPS JAMMED IN STAND 14 EXIT PIPE  TROUGH SO METAL BROKEN IN LINE 2. (HEAT NO- B190612)(1C+1H). STAND 8 PASS AND RE GUIDE CHANGED.,2024-02-04,2024-02-04 14:16:48,2024-02-04 14:58:27
2024-02-06 00:00:00,12 mm,165X165,1,1.0,2024-06-02 01:30:16,2024-06-02 01:40:16,10.0,00:10,SMS,SMS,SMS,BILLET QUALITY NOT OK,"HEAD COBBLE IN LINE 2 DUE TO BAD METAL.( HOT CHARGE, HEAT NO - 2401060)(1C+1H)",2024-02-06,2024-02-06 01:30:16,2024-02-06 01:40:16
2024-02-06 00:00:00,12 mm,165X165,1,1.0,2024-06-02 07:10:53,2024-06-02 07:28:26,17.550000000000004,00:18,MILL AREA,PINCH ROLL 3_2,ELECTRICAL,Roll Open/Close Valve Malfunction,"COBBLE IN LINE 2 PINCH ROLL 3, DUE TO PINCH ROLL 3 LINE 2 CLOSE COMMAND PRESIST FOR NEXT HEAD. MATERIAL BROKEN. (1C+1H)",2024-02-06,2024-02-06 07:10:53,2024-02-06 07:28:26
2024-02-07 00:00:00,32 mm,165X165,1,1.0,2024-07-02 01:21:53,2024-07-02 01:33:01,11.133333333333333,00:11,APRON LINE,ART,ELECTRICAL,DRIVE TRIP,BILLET AUTO-CHOPPED DUE TO APRON RT3 GOES IN FAULT.,2024-02-07,2024-02-07 01:21:53,2024-02-07 01:33:01
2024-02-07 00:00:00,8 mm,165X165,1,1.0,2024-07-02 21:22:15,2024-07-02 21:38:02,15.783333333333331,00:16,SMS,SMS,SMS,BILLET QUALITY NOT OK,HEAD COBBLE AT FFB1 DUE TO CHIPS.,2024-02-07,2024-02-07 21:22:15,2024-02-07 21:38:02
2024-02-08 00:00:00,8 mm,140X140,1,1.0,2024-08-02 09:20:34,2024-08-02 09:30:19,9.75,00:10,COOLING BED,DIVIDE SHEAR L2,OPERATION,DIVERTER NOZZLE WORN OUT,COBBLE DETECTION FROM LINE 2 DIVIDING SHEAR. BOTH DIVIDING SHEAR DIVERTER AND WEDGE CHANGED. LINE 2 DIV SHEAR DIVERTER ID FOUND 12.5 AND LINE 1 DIV SHEAR DIVERTER ID FOUND 12.4. (1C+1H),2024-02-08,2024-02-08 09:20:34,2024-02-08 09:30:19
2024-02-09 00:00:00,40 mm,165X165,1,1.0,2024-09-02 01:30:26,2024-09-02 01:44:41,14.25,00:14,APRON LINE,ART,ELECTRICAL,DRIVE TRIP,AUTO CHOPPING DUE TO ART3 FAULT.,2024-02-09,2024-02-09 01:30:26,2024-02-09 01:44:41
2024-02-10 00:00:00,16 mm,165X165,1,2.0,2024-10-02 05:10:36,2024-10-02 05:30:15,19.649999999999995,00:20,SMS,SMS,SMS,BILLET QUALITY NOT OK,COBBLE AT LINE 1 DOUBLE CHOPPING SHEAR DIVERTER DUE TO BAD PIECE REMAIN IN LINE SO  NOZZLE BROKEN.(1C+2H)HEAT NO.(2401185),2024-02-10,2024-02-10 05:10:36,2024-02-10 05:30:15
2024-02-10 00:00:00,14 mm,165X165,1,1.0,2024-10-02 17:30:32,2024-10-02 17:52:15,21.716666666666665,00:22,BGV,BGV2,OPERATION,FISHLINE BROKEN,MATERIAL HEAD COBBLE IN LINE 2 BGV.,2024-02-10,2024-02-10 17:30:32,2024-02-10 17:52:15
2024-02-11 00:00:00,14 mm,150X150,1,1.0,2024-11-02 06:46:39,2024-11-02 06:52:18,5.65,00:06,SMS,SMS,SMS,BILLET QUALITY NOT OK,COBBLE AT FFB1 DUE TO BAD METAL.,2024-02-11,2024-02-11 06:46:39,2024-02-11 06:52:18
2024-02-11 00:00:00,25 mm,150X150,1,1.0,2024-11-02 21:19:16,2024-11-02 21:30:18,11.033333333333331,00:11,MILL AREA,STAND 14,ROLL SHOP,ENTRY GUIDE FAILED,BILLET CHOPPED DUE TO STAND 14 RE GUIDE FAILED.,2024-02-11,2024-02-11 21:19:16,2024-02-11 21:30:18
2024-02-13 00:00:00,12 mm,165X165,1,1.0,,,13.166666666666666,00:13,COOLING BED,TAIL BREAKER 2_2B,MECHANICAL,Oil Leakage /Seal damage,OVERSHOOT IN LINE 2B DUE TO MATERIAL GOES OUT BEFORE BRAKING. (1 C+1H),2024-02-13,2024-02-13 00:00:00,2024-02-13 00:00:00
2024-02-13 00:00:00,12 mm,165X165,1,1.0,,,35.15,00:35,SMS,SMS,SMS,BILLET QUALITY NOT OK,COBBLE IN LINE 2 DUE TO BAD MATERIAL.  (HEAT NO 2401274    165 OWN BILLETS ) (1C+1HOTOUT),2024-02-13,2024-02-13 00:00:00,2024-02-13 00:00:00
2024-02-14 00:00:00,10 mm,165X165,1,1.0,,,35.133333333333326,00:35,MILL AREA,SLITTER SHEAR,OPERATION,EXIT GUIDE MISALIGNED,MATERIAL HEAD COBBLE AT SLITTER EXIT DUE TO CHIPS.(1C+1H) H. NO-2401319(SLITTER DILIVERY AND MULTILOOPER NOT ALIGN.,2024-02-14,2024-02-14 00:00:00,2024-02-14 00:00:00
2024-02-15 00:00:00,10 mm,165X165,1,1.0,,,15.216666666666669,00:15,COOLING BED,TWIN CHANNEL 2 B,MECHANICAL,MATERIAL HIT,"FRONT HIT IN TWC 2B, UNDERSHOOT IN LINE 2B.",2024-02-15,2024-02-15 00:00:00,2024-02-15 00:00:00
2024-02-16 00:00:00,10 mm,150X150,1,1.0,,,21.6,00:22,EXTERNAL BILLET,EXTERNAL BILLET,EXTERNAL BILLET,EXTERNAL BILLET,MATERIAL HEAD COBBLE IN LINE 1 BGV DUE TO CHIPS.,2024-02-16,2024-02-16 00:00:00,2024-02-16 00:00:00
2024-02-16 00:00:00,10 mm,150X150,1,1.0,,,38.3,00:38,EXTERNAL BILLET,EXTERNAL BILLET,EXTERNAL BILLET,EXTERNAL BILLET,COBBLE AFTER STD.14. CHIPS FOUND IN TROUGH AFTER STD.14. DURING THIS- STD.8 PASS CHANGED. (1C+1H),2024-02-16,2024-02-16 00:00:00,2024-02-16 00:00:00
