,event_date,event_start_time,event_end_time,delay_data,capa_data
14,2024-02-29,2024-02-29 23:08,2024-02-29 23:33,"-AREA:COOLING BED
-DEVICE:TWIN CHANNEL 1 A
-AGENCY:MECHANICAL
-REASON:MATERIAL HIT
-DESCRIPTION:BAR KNOCKED IN TWIN CHANNEL 1A. (1C). NOT ACCEPTED NEED TO REVIEW BY CAPA TEAM
-SIZE:8 mm
-BILLET SIZE:165X165
-DURATION:25","-EQUIPMENT:TWIN CHANNEL 1 A
-SECTION:8 mm
-PROBLEM DESCRIPTION:BAR KNOCKED IN TWIN CHANNEL 1A. (1C). NOT ACCEPTED NEED TO REVIEW BY CAPA TEAM
-RESTART STEPS:BAR KNOCKED IN TWIN CHANNEL 1A. (1C). NOT ACCEPTED NEED TO REVIEW BY CAPA TEAM
-1Y:COBBLE REMOVED AND MILL STARTED
-2Y:UNDERSHOOT IN TWC 1 A
-3Y:TWIN CHANNEL TAKEN 180 DEG CYCLE DURING THAT HMD 28 IS STILL PRESENT
-4Y:MATERIAL HITTING AT ENTRY OF SECTION 2 TWC
-5Y:SECTION 2 GAP MORE THAN SECTION 1
-CORRECTIVE ACTION:1. GAP ADJUSTED OF SECTION 1 AND SECTION 2 VISUALLY, IN NIGHT BUT PROBLEM NOT SOLVED
2. 4 NOS. TONNLE PANEL CHANGED IN MORNING OF SEC 2 OF 1 A AND GAP ADJUSTED
-PREVENTIVE ACTION:1. WEEKLY CHECKLIST AND 8 MM START-UP CHECKLIST TO BE FOLLOWED  STRICTKLY BY ALL AGENCY

-ACTUAL ACTION TAKEN:nan"
15,2024-03-01,2024-03-01 06:36,2024-03-01 07:07,"-AREA:COOLING BED
-DEVICE:TWIN CHANNEL 1 A
-AGENCY:MECHANICAL
-REASON:MATERIAL HIT
-DESCRIPTION:COBBLE DUE TO MATERIAL HIT AT TWIN CHANNAL 1A.
-SIZE:8 mm
-BILLET SIZE:165X165
-DURATION:31","-EQUIPMENT:TWIN CHANNEL 1 A
-SECTION:8 mm
-PROBLEM DESCRIPTION:COBBLE DUE TO MATERIAL HIT AT TWIN CHANNAL 1A.
-RESTART STEPS:BAR KNOCKED IN TWIN CHANNEL 1A. (1C). NOT ACCEPTED NEED TO REVIEW BY CAPA TEAM
-1Y:COBBLE REMOVED AND MILL STARTED
-2Y:UNDERSHOOT IN TWC 1 A
-3Y:TWIN CHANNEL TAKEN 180 DEG CYCLE DURING THAT HMD 28 IS STILL PRESENT
-4Y:MATERIAL HITTING AT ENTRY OF SECTION 2 TWC
-5Y:SECTION 2 GAP MORE THAN SECTION 1
-CORRECTIVE ACTION:1. GAP ADJUSTED OF SECTION 1 AND SECTION 2 VISUALLY, IN NIGHT BUT PROBLEM NOT SOLVED
2. 4 NOS. TONNLE PANEL CHANGED IN MORNING OF SEC 2 OF 1 A AND GAP ADJUSTED
-PREVENTIVE ACTION:1. WEEKLY CHECKLIST AND 8 MM START-UP CHECKLIST TO BE FOLLOWED  STRICTKLY BY ALL AGENCY

-ACTUAL ACTION TAKEN:nan"
16,2024-03-01,2024-03-01 07:50,2024-03-01 08:41,"-AREA:COOLING BED
-DEVICE:TWIN CHANNEL 1 A
-AGENCY:MECHANICAL
-REASON:MATERIAL HIT
-DESCRIPTION:COBBLE DUE TO MATERIAL HIT AT TWIN CHANNAL 1A.
-SIZE:8 mm
-BILLET SIZE:165X165
-DURATION:52","-EQUIPMENT:TWIN CHANNEL 1 A
-SECTION:8 mm
-PROBLEM DESCRIPTION:COBBLE DUE TO MATERIAL HIT AT TWIN CHANNAL 1A.
-RESTART STEPS:BAR KNOCKED IN TWIN CHANNEL 1A. (1C). NOT ACCEPTED NEED TO REVIEW BY CAPA TEAM
-1Y:COBBLE REMOVED AND MILL STARTED
-2Y:UNDERSHOOT IN TWC 1 A
-3Y:TWIN CHANNEL TAKEN 180 DEG CYCLE DURING THAT HMD 28 IS STILL PRESENT
-4Y:MATERIAL HITTING AT ENTRY OF SECTION 2 TWC
-5Y:SECTION 2 GAP MORE THAN SECTION 1
-CORRECTIVE ACTION:1. GAP ADJUSTED OF SECTION 1 AND SECTION 2 VISUALLY, IN NIGHT BUT PROBLEM NOT SOLVED
2. 4 NOS. TONNLE PANEL CHANGED IN MORNING OF SEC 2 OF 1 A AND GAP ADJUSTED
-PREVENTIVE ACTION:1. WEEKLY CHECKLIST AND 8 MM START-UP CHECKLIST TO BE FOLLOWED  STRICTKLY BY ALL AGENCY

-ACTUAL ACTION TAKEN:nan"
17,2024-03-01,2024-03-01 09:00,2024-03-01 10:41,"-AREA:COOLING BED
-DEVICE:TWIN CHANNEL 1 A
-AGENCY:MECHANICAL
-REASON:MATERIAL HIT
-DESCRIPTION:COBBLE DUE TO MATERIAL HIT AT TWIN CHANNAL 1A. FLAPPER CHANGED. DURING THIS STAND 11,12 PASS CHANGED, STAND 11, 14 AND BOTH BGV ALL RE GUIDE CHANGED.
-SIZE:8 mm
-BILLET SIZE:165X165
-DURATION:101","-EQUIPMENT:TWIN CHANNEL 1 A
-SECTION:8 mm
-PROBLEM DESCRIPTION:COBBLE DUE TO MATERIAL HIT AT TWIN CHANNAL 1A. FLAPPER CHANGED. DURING THIS STAND 11,12 PASS CHANGED, STAND 11, 14 AND BOTH BGV ALL RE GUIDE CHANGED.
-RESTART STEPS:BAR KNOCKED IN TWIN CHANNEL 1A. (1C). NOT ACCEPTED NEED TO REVIEW BY CAPA TEAM
-1Y:COBBLE REMOVED AND MILL STARTED
-2Y:UNDERSHOOT IN TWC 1 A
-3Y:TWIN CHANNEL TAKEN 180 DEG CYCLE DURING THAT HMD 28 IS STILL PRESENT
-4Y:MATERIAL HITTING AT ENTRY OF SECTION 2 TWC
-5Y:SECTION 2 GAP MORE THAN SECTION 1
-CORRECTIVE ACTION:1. GAP ADJUSTED OF SECTION 1 AND SECTION 2 VISUALLY, IN NIGHT BUT PROBLEM NOT SOLVED
2. 4 NOS. TONNLE PANEL CHANGED IN MORNING OF SEC 2 OF 1 A AND GAP ADJUSTED
-PREVENTIVE ACTION:1. WEEKLY CHECKLIST AND 8 MM START-UP CHECKLIST TO BE FOLLOWED  STRICTKLY BY ALL AGENCY

-ACTUAL ACTION TAKEN:nan"
18,2024-03-02,2024-03-02 13:16,2024-03-02 13:49,"-AREA:COOLING BED
-DEVICE:TWIN CHANNEL 1 B
-AGENCY:MECHANICAL
-REASON:MATERIAL HIT
-DESCRIPTION:UNDERSHOOT IN LINE.1B. (1C+1H)
Material of about 15 mtr length found in twc-1b after tail braker found straight and no hitting observed,need to discuss in capa.
-SIZE:8 mm
-BILLET SIZE:150X150
-DURATION:34","-EQUIPMENT:nan
-SECTION:nan
-PROBLEM DESCRIPTION:nan
-RESTART STEPS:nan
-1Y:nan
-2Y:nan
-3Y:nan
-4Y:nan
-5Y:nan
-CORRECTIVE ACTION:nan
-PREVENTIVE ACTION:nan
-ACTUAL ACTION TAKEN:nan"
19,2024-03-06,2024-03-06 12:42,2024-03-06 13:17,"-AREA:COOLING BED
-DEVICE:TAIL BREAKER 2_2A
-AGENCY:MECHANICAL
-REASON:Low pressure Regulator malfunctioning
-DESCRIPTION:TB.2A PNEUMATIC CYLENDER CHANGED DUE TO LOW PRESSURE FOUND (4.8 BAR) DURING SIMULATION.
-SIZE:12 mm
-BILLET SIZE:165X165
-DURATION:35","-EQUIPMENT:TAIL BREAKER 2_2A
-SECTION:12 mm
-PROBLEM DESCRIPTION:TB.2A PNEUMATIC CYLENDER CHANGED DUE TO LOW PRESSURE FOUND (4.8 BAR) DURING SIMULATION.
-RESTART STEPS:PNEUMATIC CYLINDER CHANGED AND MILL STARTED
-1Y:LOW AND HIGH PRESSURE NOT ACHIIEVING AS 0 BAR AND MORE THAN 5 BAR
-2Y:PNEUMATIC CYLINDER NOT WORKING PROPERLY
-3Y:PISTON FOUND BROKEN
-4Y:nan
-5Y:nan
-CORRECTIVE ACTION:SPARE PNEUMATC CYLINDER TO BE MADE READY AND TESTED
-PREVENTIVE ACTION:1. NEED TO DO DP TEST FOR ALL THE AVAILABLE SPARES TO CHECK OTHER SPARES, IFANY DEVIATION IS THERE OR NOT 
2. MAIL TO BE SENT TO DANIELI FOR PROBABLE ROOT CAUSE OF FAILURE
3. MATERIAL SAMPLE TO BE CHECKED
-ACTUAL ACTION TAKEN:nan"
20,2024-03-13,2024-03-13 08:34,2024-03-13 08:51,"-AREA:COOLING BED
-DEVICE:TAIL BREAKER 2_1A
-AGENCY:MECHANICAL
-REASON:Cylinder Slow Operating
-DESCRIPTION:OVERSHOOT IN LINE 1B. DUE TO MATERIAL GOES OUT EARLY FROM TAIL BRAKER.(MECHANICAL NOT ACCEPTED OVERSHOOPT HAPPENED IN BOTH LINE ,NO ABNORMALITIES OBSERVED PHYSICALLY AND ALSO IT HAPPENED  AFTER PR2  TAKEN IN CONTINUE PINCHING)
-SIZE:12 mm
-BILLET SIZE:150X150
-DURATION:17","-EQUIPMENT:TAIL BREAKER 2_1A
-SECTION:12 mm
-PROBLEM DESCRIPTION:OVERSHOOT IN LINE 1B. DUE TO MATERIAL GOES OUT EARLY FROM TAIL BRAKER.(MECHANICAL NOT ACCEPTED OVERSHOOPT HAPPENED IN BOTH LINE ,NO ABNORMALITIES OBSERVED PHYSICALLY AND ALSO IT HAPPENED  AFTER PR2  TAKEN IN CONTINUE PINCHING)
-RESTART STEPS:COBBLE REMOVED AND MILL STARTED
-1Y:FIRST BAR OVERSHOOT
-2Y:MATERIAL ACTUAL SPEED IS MORE THAN THE CALCULATED LINEAR SPEED
-3Y:DUE TO PINCH ROLL-2 TAKEN IN LINE FOR ALL BAR IN LOWER SPEED
-4Y:WATER BOX -1 WAS NOT FULLY OPEN ,THATSWHY MATERIAL ELONGATES MORE
-5Y:nan
-CORRECTIVE ACTION:1. PR2 TAKEN IN HEAD CYCLE ONLY

-PREVENTIVE ACTION:1. PROPER SOP GIVEN TO CP-1 WHEN TO TAKE PR2 IN ALL BAR ALSO COMMUNICATION GIVEN IN WHATSAAP
CONDITION-1  SPEED TO BE MORE THAN 90%
CONDITION-2 WATERBOX -1 MUST BE FULL OPEN
CONDITION-3 WT/METRE MUST BE -2% TO 0%
-ACTUAL ACTION TAKEN:nan"
21,2024-03-21,2024-03-21 01:07,2024-03-21 01:55,"-AREA:COOLING BED
-DEVICE:TWIN CHANNEL 2 B
-AGENCY:OPERATION
-REASON:PREVIOUS MATERIAL LEFT
-DESCRIPTION:COBBLE DETECTION IN HEAD  FROM DOUBLE CHOPPING SHEAR LINE 2  DUE TO PREVIOUS METAL COBBLE PIECE REMAIN IN TWIN CHANNEL 2. (1C)
-SIZE:18 mm
-BILLET SIZE:150X150
-DURATION:49","-EQUIPMENT:TWIN CHANNEL 2 B
-SECTION:18 mm
-PROBLEM DESCRIPTION:COBBLE DETECTION IN HEAD  FROM DOUBLE CHOPPING SHEAR LINE 2  DUE TO PREVIOUS METAL COBBLE PIECE REMAIN IN TWIN CHANNEL 2. (1C)
-RESTART STEPS:COBBLE RMOVE AND MILL STARTED
-1Y:COBBLE DETECTION CAME TO DIVIDE SHEAR DUE TO MATERIAL CAME OUT
-2Y:HEAD HIT TO ANOTHER PIECE IN TWIN CHANNEL
-3Y:PREVIOUS COBBLE REBAR PIECE IN LINE 
-4Y:SIMULATION NOT TAKEN AFTER PREVIOUS COBBLE, SO PIECE REMAIL IN LINE
-5Y:nan
-CORRECTIVE ACTION:nan
-PREVENTIVE ACTION:1. OPERATION HEAD TO TALK CONTINOUS AND PROVIDE REGULAR TRAINING TO THE SHIFT OPERARTORS
-ACTUAL ACTION TAKEN:nan"
22,2024-03-23,2024-03-23 19:54,2024-03-23 20:29,"-AREA:COOLING BED
-DEVICE:TAIL BREAKER 2_1A
-AGENCY:MECHANICAL
-REASON:High pressure Valve Malfunctioning
-DESCRIPTION:OVERSHOOT IN LINE.1A DUE TO PRESSURE DROP. (1C+1H)
-SIZE:12 mm
-BILLET SIZE:150X150
-DURATION:35","-EQUIPMENT:TAIL BREAKER 2_1A
-SECTION:12 mm
-PROBLEM DESCRIPTION:OVERSHOOT IN LINE.1A DUE TO PRESSURE DROP. (1C+1H)
-RESTART STEPS:TAILBRAKER PNEUMATIC SYSTEM CHENGED , COBBLE REMOVED AND MILL STARTED 
-1Y:MILL STOP DUE TO COBBLE IN LINE 1
-2Y:OVERSHOOT IN LINE 1A
-3Y:PNEUMATIC SYSTEM PRESSURE DROP UPTO 5.9BAR
-4Y:nan
-5Y:nan
-CORRECTIVE ACTION:nan
-PREVENTIVE ACTION:1. OBSERVATION- fILTER CARTRIDGE TO BE REMOVED FOR 1aAND KEPT IN OBSERVATION
2. WHIILE ROLLING 12 MM, NEW CYINDER TO BE FIXED AN ALSO OLD CYLINDER TO BE CHECKED FOR ANY DUST ACCUMULATION
-ACTUAL ACTION TAKEN:nan"
23,2024-03-23,2024-03-23 19:54,2024-03-23 20:29,"-AREA:COOLING BED
-DEVICE:TAIL BREAKER 2_1A
-AGENCY:MECHANICAL
-REASON:High pressure Valve Malfunctioning
-DESCRIPTION:OVERSHOOT IN LINE.1A DUE TO PRESSURE DROP. (1C+1H)
-SIZE:12 mm
-BILLET SIZE:150X150
-DURATION:35","-EQUIPMENT:TAIL BREAKER 2_1A
-SECTION:12 mm
-PROBLEM DESCRIPTION:OVERSHOOT IN LINE.1A DUE TO PRESSURE DROP. (1C+1H)
-RESTART STEPS:TAILBRAKER PNEUMATIC SYSTEM CHENGED , COBBLE REMOVED AND MILL STARTED 
-1Y:MILL STOP DUE TO COBBLE IN LINE 1
-2Y:OVERSHOOT IN LINE 1A
-3Y:PNEUMATIC SYSTEM PRESSURE DROP UPTO 5.9BAR
-4Y:nan
-5Y:nan
-CORRECTIVE ACTION:nan
-PREVENTIVE ACTION:1. OBSERVATION- fILTER CARTRIDGE TO BE REMOVED FOR 1aAND KEPT IN OBSERVATION
2. WHIILE ROLLING 12 MM, NEW CYINDER TO BE FIXED AN ALSO OLD CYLINDER TO BE CHECKED FOR ANY DUST ACCUMULATION
-ACTUAL ACTION TAKEN:nan"
24,2024-03-24,2024-03-24 00:50,2024-03-24 01:17,"-AREA:COOLING BED
-DEVICE:TAIL BREAKER 2_1A
-AGENCY:MECHANICAL
-REASON:PHNUMATIC SYSTEM CHANGED
-DESCRIPTION:OVERSHOOT IN LINE.1A. PNEUMATIC CYLENDER CHANGED. (1C+1H).
-SIZE:12 mm
-BILLET SIZE:150X150
-DURATION:28","-EQUIPMENT:TAIL BREAKER 2_1A
-SECTION:12 mm
-PROBLEM DESCRIPTION:OVERSHOOT IN LINE.1A. PNEUMATIC CYLENDER CHANGED. (1C+1H).
-RESTART STEPS:TAILBRAKER PNEUMATIC SYSTEM CHENGED , COBBLE REMOVED AND MILL STARTED 
-1Y:MILL STOP DUE TO COBBLE IN LINE 1
-2Y:OVERSHOOT IN LINE 1A
-3Y:PNEUMATIC SYSTEM PRESSURE DROP UPTO 5.9BAR
-4Y:nan
-5Y:nan
-CORRECTIVE ACTION:nan
-PREVENTIVE ACTION:1. OBSERVATION- fILTER CARTRIDGE TO BE REMOVED FOR 1aAND KEPT IN OBSERVATION
2. WHIILE ROLLING 12 MM, NEW CYINDER TO BE FIXED AN ALSO OLD CYLINDER TO BE CHECKED FOR ANY DUST ACCUMULATION
-ACTUAL ACTION TAKEN:nan"
25,2024-03-28,2024-03-28 02:05,2024-03-28 02:31,"-AREA:COOLING BED
-DEVICE:TAIL BREAKER 2_1B
-AGENCY:MECHANICAL
-REASON:Oil Leakage /Seal damage
-DESCRIPTION:OVERSHOOT IN LINE 1.B DUE TO OIL LEAKAGE FROM TB COUPLING.
-SIZE:12 mm
-BILLET SIZE:165X165
-DURATION:26","-EQUIPMENT:TAIL BREAKER 2_1B
-SECTION:12 mm
-PROBLEM DESCRIPTION:OVERSHOOT IN LINE 1.B DUE TO OIL LEAKAGE FROM TB COUPLING.
-RESTART STEPS:COBBLE REMOVED AND MILL STARTED
-1Y:MATERIAL OVERSHOOT
-2Y:SLIPPAGE IN TAIL BREAKER
-3Y:DUE TO GREASE ON THE RING
-4Y:GREASE CAME FROM COUPLING AND FALL ON RING
-5Y:OIL RING OF COUPLING FOUND DAMAGED
-CORRECTIVE ACTION:1. CEANING OF GREASE AND ENSURING O-RING IN GOOD CONDITION
-PREVENTIVE ACTION:1. CHECKLIST TO BE UPDATED WITH THE FOLLOWING POINTS:
A. O-RING TO BE CHECKED BEFORE GREASING 
B. ENSURE O-RING FIXING AFTER GREASING
C. IN CASE O-RING FOUND DAMAGED OR CRACK NEED TO REPLACE NEW ONE
-ACTUAL ACTION TAKEN:nan"
26,2024-03-30,2024-03-30 05:55,2024-03-30 06:14,"-AREA:COOLING BED
-DEVICE:TAIL BREAKER 2_1A
-AGENCY:MECHANICAL
-REASON:Hose Punchur
-DESCRIPTION:OVERSHOOT IN TB.1A DUE TO AIR LINE HOSE PIPE FITTING OPENED. (1C+1H).
-SIZE:16 mm
-BILLET SIZE:165X165
-DURATION:19","-EQUIPMENT:TAIL BREAKER 2_1A
-SECTION:16 mm
-PROBLEM DESCRIPTION:OVERSHOOT IN TB.1A DUE TO AIR LINE HOSE PIPE FITTING OPENED. (1C+1H).
-RESTART STEPS:COBBLE REMOVED AND MILL STARTED
-1Y:MATERIAL OVERSHOOT
-2Y:AIR LINE PRESSURE DROPPED
-3Y:HOSE CAME OUT
-4Y:FIXING NOT DONE PROPER
-5Y:nan
-CORRECTIVE ACTION:nan
-PREVENTIVE ACTION:1. CLEANING OF AREA TO BE ENSURED BEFORE FIXING OF ANY FITTINGS
2. CHECKLIST TO BE UPDATED ACCORDINGLY
3. NEED TO REPLACE IMMEDIATELY FOR OTHER GEAR BOX
-ACTUAL ACTION TAKEN:nan"
27,2024-03-31,2024-03-31 14:01,2024-03-31 15:01,"-AREA:COOLING BED
-DEVICE:TWIN CHANNEL 2 A
-AGENCY:MECHANICAL
-REASON:MATERIAL HIT
-DESCRIPTION:COBBLE IN TWIN CHANNEL 2A DUE TO BAR KNOCKED AND WRAPPED AROUND THE TAIL BRAKER 2A HUB. (1C+1H)
-SIZE:8 mm
-BILLET SIZE:140X140
-DURATION:60","-EQUIPMENT:TWIN CHANNEL 2 A
-SECTION:8 mm
-PROBLEM DESCRIPTION:COBBLE IN TWIN CHANNEL 2A DUE TO BAR KNOCKED AND WRAPPED AROUND THE TAIL BRAKER 2A HUB. (1C+1H)
-RESTART STEPS:COBBLE CLEARED & MILL STARTED 
-1Y:COBBLE IN TWIN CHANNEL 2A
-2Y:BAR KNOCKED AND WRAPPED AROUND THE TAIL BRAKER 2A HUB
-3Y:BAR HIT BETWEEN 40M TO 50 M
-4Y:nan
-5Y:nan
-CORRECTIVE ACTION:1.INSPECTION DONE BETWEEN 48M TO 50M 
2.MUFF COUPLING WELDING DONE 
-PREVENTIVE ACTION:1.INSPECTION AS PER CHECKLIST MUST BE DONE BEFORE 8MM ROLLING CAMPAIGN 
-ACTUAL ACTION TAKEN:nan"
28,2024-03-31,2024-03-31 20:30,2024-03-31 20:46,"-AREA:COOLING BED
-DEVICE:TWIN CHANNEL 2 A
-AGENCY:MECHANICAL
-REASON:MATERIAL HIT
-DESCRIPTION:MATERIAL HIT IN TWC.2A AT 6MTR TO 10 MTR.
-SIZE:8 mm
-BILLET SIZE:140X140
-DURATION:16","-EQUIPMENT:TWIN CHANNEL 2 A
-SECTION:8mm
-PROBLEM DESCRIPTION:MATERIAL HIT IN TWC.2A AT 6MTR TO 10 MTR.
-RESTART STEPS:COBBLE CLEARED & MILL STARTED 
-1Y:COBBLE IN TWIN CHANNEL 2A
-2Y:BAR HIT BETWEEN 40M TO 50 M
-3Y:nan
-4Y:nan
-5Y:nan
-CORRECTIVE ACTION:1.INSPECTION DONE BETWEEN 48M TO 50M 
2.MUFF COUPLING WELDING DONE 
-PREVENTIVE ACTION:1.INSPECTION AS PER CHECKLIST MUST BE DONE BEFORE 8MM ROLLING CAMPAIGN 
-ACTUAL ACTION TAKEN:nan"
29,2024-04-02,2024-04-02 09:17,2024-04-02 09:44,"-AREA:COOLING BED
-DEVICE:TWIN CHANNEL 2 A
-AGENCY:MECHANICAL
-REASON:MATERIAL HIT
-DESCRIPTION:UNDERSHOOT DUE TO MATERIAL HIT AT TWIN CHANNAL.
-SIZE:8 mm
-BILLET SIZE:140X140
-DURATION:27","-EQUIPMENT:TWIN CHANNEL 2 A
-SECTION:10 mm
-PROBLEM DESCRIPTION:UNDERSHOOT DUE TO MATERIAL HIT AT TWIN CHANNAL.
-RESTART STEPS:COBBLE CLEARED & MILL STARTED 
-1Y:COBBLE IN TWIN CHANNEL 2A
-2Y:BAR HIT BETWEEN 40M TO 50 M
-3Y:nan
-4Y:nan
-5Y:nan
-CORRECTIVE ACTION:1.INSPECTION DONE BETWEEN 48M TO 50M 
2.MUFF COUPLING WELDING DONE 
-PREVENTIVE ACTION:1.INSPECTION AS PER CHECKLIST MUST BE DONE BEFORE 8MM ROLLING CAMPAIGN 
-ACTUAL ACTION TAKEN:nan"
30,2024-04-04,2024-04-04 12:58,2024-04-04 13:23,"-AREA:COOLING BED
-DEVICE:TWIN CHANNEL 2 B
-AGENCY:MECHANICAL
-REASON:MATERIAL HIT
-DESCRIPTION:COBBLE IN TWIN CHANNEL 2B DUE TO PREVIOUS BAR NOT PROPERLY DISCHARGED SO NEXT BAR HIT AND UNDERSHOOT HAPPENED.
-SIZE:10 mm
-BILLET SIZE:165X165
-DURATION:25","-EQUIPMENT:TWIN CHANNEL 2 B
-SECTION:10 mm
-PROBLEM DESCRIPTION:COBBLE IN TWIN CHANNEL 2B DUE TO PREVIOUS BAR NOT PROPERLY DISCHARGED SO NEXT BAR HIT AND UNDERSHOOT HAPPENED.
-RESTART STEPS:nan
-1Y:nan
-2Y:nan
-3Y:nan
-4Y:nan
-5Y:nan
-CORRECTIVE ACTION:nan
-PREVENTIVE ACTION:nan
-ACTUAL ACTION TAKEN:nan"
31,2024-04-14,2024-04-14 17:31,2024-04-14 17:48,"-AREA:COOLING BED
-DEVICE:TAIL BREAKER 2_2B
-AGENCY:MECHANICAL
-REASON:Oil Leakage /Seal damage
-DESCRIPTION:OVERSHOOT IN LINE 2B, OIL LEAKAGE FROM TAIL BRAKER 2B TOP HUB. (1C+2H)
-SIZE:12 mm
-BILLET SIZE:140X140
-DURATION:17","-EQUIPMENT:TAIL BREAKER 2_2B
-SECTION:12 mm
-PROBLEM DESCRIPTION:OVERSHOOT IN LINE 2B, OIL LEAKAGE FROM TAIL BRAKER 2B TOP HUB. (1C+2H)
-RESTART STEPS:OVER SHOOT CLEARED AND MILL STARTED 
-1Y:OVERSHOOT IN TB.2B
-2Y:DUE TO OIL LEAKAGE FROM HUB
-3Y:TOP HUB INLET FLINGER BROKEN 
-4Y:USED FLINGER WAS LOCAL VENDOR WITHOUT PHOSPATE COATING 
-5Y:nan
-CORRECTIVE ACTION:RING HEAT IN EVERY MORE THAN 5 MINUTE .
GEAR BOX NEED TO REPLACE 
-PREVENTIVE ACTION:PLAN TO BE MADE FOR FREQUENCT CHECKING AND PLANNED WAY REPLACEMENT OF FLINGER
-ACTUAL ACTION TAKEN:nan"
32,2024-04-15,2024-04-15 04:12,2024-04-15 04:29,"-AREA:COOLING BED
-DEVICE:TAIL BREAKER 2_2B
-AGENCY:MECHANICAL
-REASON:Oil Leakage /Seal damage
-DESCRIPTION:OVERSHOOT IN TB.2B DUE TO OIL LEAKAGE. (1C+2H).
-SIZE:12 mm
-BILLET SIZE:165X165
-DURATION:16","-EQUIPMENT:TAIL BREAKER 2_2B
-SECTION:12 mm
-PROBLEM DESCRIPTION:OVERSHOOT IN TB.2B DUE TO OIL LEAKAGE. (1C+2H).
-RESTART STEPS:OVER SHOOT CLEARED AND MILL STARTED 
-1Y:OVERSHOOT IN TB.2B
-2Y:DUE TO OIL LEAKAGE FROM HUB
-3Y:TOP HUB INLET FLINGER BROKEN 
-4Y:USED FLINGER WAS LOCAL VENDOR WITHOUT TEFLON COATING 
-5Y:nan
-CORRECTIVE ACTION:RING HEAT IN EVERY MORE THAN 5 MINUTE .
GEAR BOX NEED TO REPLACE 
-PREVENTIVE ACTION:ALL FLINGER WILL BE CHANGED AND LIFE WILL BE NOTED .aCCORDINGLY CHANGING SCHEDULE WILL BE MADE .
-ACTUAL ACTION TAKEN:nan"
33,2024-04-22,2024-04-22 18:08,2024-04-22 18:44,"-AREA:nan
-DEVICE:TWIN CHANNEL
-AGENCY:MECHANICAL
-REASON:nan
-DESCRIPTION:UNDERSHOOT IN 1 A, BAR HIT IN TWIN CHANNEL
-SIZE:10 mm
-BILLET SIZE:165X165
-DURATION:36","-EQUIPMENT: TWC1A
-SECTION:10MM
-PROBLEM DESCRIPTION:UNDER SHOOT IA TWC
-RESTART STEPS:COBBLE REMOVED AND MILL STARTED
-1Y:UNDER SHOOT IA TWC
-2Y:MATERIAL HEAD HITTING AT 70M
-3Y:nan
-4Y:nan
-5Y:nan
-CORRECTIVE ACTION:nan
-PREVENTIVE ACTION:nan
-ACTUAL ACTION TAKEN:nan"
34,2024-04-30,2024-04-30 13:47,2024-04-30 14:05,"-AREA:COOLING BED
-DEVICE:TWIN CHANNEL 2 A
-AGENCY:MECHANICAL
-REASON:MATERIAL HIT
-DESCRIPTION:UNDERSHOOT IN LINE.2A; BAR CAME OUT FROM TWC FLAPPER AT 78 MTR. (1C)
-SIZE:8 mm
-BILLET SIZE:165X165
-DURATION:18","-EQUIPMENT:TWIN CHANNEL 2 A
-SECTION:8 mm
-PROBLEM DESCRIPTION:UNDERSHOOT IN LINE.2A; BAR CAME OUT FROM TWC FLAPPER AT 78 MTR. (1C)
-RESTART STEPS:COBBLE REMOVED AND MILL STARTED
-1Y:UNDERSHOOT IN TAILBRAKER 2A
-2Y:MATERIAL ACCUMULATE IN LINE 2A
-3Y:MATERIAL FOUND STUCK IN 78 METER
-4Y:nan
-5Y:nan
-CORRECTIVE ACTION:TWIN CHANNEL TO BE CHECK
-PREVENTIVE ACTION:1. FLAPPER GAP TO BE CHECK 2. WATER JACKET SUPPORT TO BE CHECK 
-ACTUAL ACTION TAKEN:nan"
35,2024-05-01,2024-05-01 04:07,2024-05-01 04:30,"-AREA:FINISHING AREA
-DEVICE:TWIN CHANNEL 1 A
-AGENCY:MECHANICAL
-REASON:MATERIAL HIT
-DESCRIPTION:UNDERSHOOT IN LINE 1A DUE TO MATERIAL HIT IN TWIN CHANNEL 1A. (1C)
-SIZE:8 mm
-BILLET SIZE:165X165
-DURATION:23","-EQUIPMENT:TWIN CHANNEL 1 A
-SECTION:8 mm
-PROBLEM DESCRIPTION:UNDERSHOOT IN LINE 1A DUE TO MATERIAL HIT IN TWIN CHANNEL 1A. (1C)
-RESTART STEPS:COBBLE REMOVED AND MILL STARTED
-1Y:UNDERSHOOT IN TAILBRAKER 2A
-2Y:MATERIAL ACCUMULATE IN LINE 2A
-3Y:MATERIAL FOUND STUCK IN 78 METER
-4Y:nan
-5Y:nan
-CORRECTIVE ACTION:TWIN CHANNEL TO BE CHECK
-PREVENTIVE ACTION:1. FLAPPER GAP TO BE CHECK 2. WATER JACKET SUPPORT TO BE CHECK 
-ACTUAL ACTION TAKEN:nan"
